Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,
Clostridium beijerinckii NCIMB 8052 (290402.41),Clostridium beijerinckii NCIMB 8052 ,290402,290402.41,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium beijerinckii, Clostridium beijerinckii NCIMB 8052,
Clostridium bifermentans ATCC 19299 (1233170.3),Clostridium bifermentans ATCC 19299 ,1233170,1233170.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium, Paraclostridium bifermentans, Paraclostridium bifermentans ATCC 19299,
Clostridium bifermentans ATCC 638 (1233171.3),Clostridium bifermentans ATCC 638 ,1233171,1233171.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium, Paraclostridium bifermentans, Paraclostridium bifermentans ATCC 638,
Clostridium bifermentans WYM (1391646.3),Clostridium bifermentans WYM ,1391646,1391646.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium, Paraclostridium bifermentans, Paraclostridium bifermentans WYM,
Clostridium bolteae 90A5 (997893.5),Clostridium bolteae 90A5 ,997893,997893.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, [Clostridium] bolteae 90A5,
Clostridium bolteae 90A9 (997894.4),Clostridium bolteae 90A9 ,997894,997894.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, [Clostridium] bolteae 90A9,
Clostridium bolteae 90B3 (997895.4),Clostridium bolteae 90B3 ,997895,997895.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, [Clostridium] bolteae 90B3,
Clostridium bolteae 90B7 (997896.4),Clostridium bolteae 90B7 ,997896,997896.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, [Clostridium] bolteae 90B7,
Clostridium bolteae 90B8 (997897.5),Clostridium bolteae 90B8 ,997897,997897.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, [Clostridium] bolteae 90B8,
Clostridium bolteae ATCC BAA-613 (411902.9),Clostridium bolteae ATCC BAA-613 ,411902,411902.9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, [Clostridium] bolteae ATCC BAA-613,
Clostridium bolteae LFYP116 (6666666.201649),Clostridium bolteae LFYP116 ,208479,6666666.201649,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] bolteae, Clostridium bolteae LFYP116,
Clostridium botulinum A str. ATCC 19397 (441770.6),Clostridium botulinum A str. ATCC 19397 ,441770,441770.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum A str. ATCC 19397,
Clostridium botulinum A str. ATCC 3502 (413999.7),Clostridium botulinum A str. ATCC 3502 ,413999,413999.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum A str. ATCC 3502,
Clostridium botulinum A str. Hall (441771.6),Clostridium botulinum A str. Hall ,441771,441771.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum A str. Hall,
Clostridium botulinum B str. Eklund 17B (508765.6),Clostridium botulinum B str. Eklund 17B ,508765,508765.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum B,
Clostridium botulinum E1 str. 'BoNT E Beluga' (536233.3),Clostridium botulinum E1 str. 'BoNT E Beluga' ,536233,536233.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum E1 str. 'BoNT E Beluga',
Clostridium botulinum E3 str. Alaska E43 (508767.5),Clostridium botulinum E3 str. Alaska E43 ,508767,508767.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum E3 str. Alaska E43,
Clostridium botulinum H04402 065 (941968.4),Clostridium botulinum H04402 065 ,941968,941968.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium botulinum, Clostridium botulinum H04402 065,
Clostridium butyricum 5521 (447214.4),Clostridium butyricum 5521 ,447214,447214.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium butyricum, Clostridium butyricum 5521,
Clostridium butyricum 60E.3 (997898.4),Clostridium butyricum 60E.3 ,997898,997898.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium butyricum, Clostridium butyricum 60E.3,
Clostridium butyricum DKU-01 (1306409.3),Clostridium butyricum DKU-01 ,1306409,1306409.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium butyricum, Clostridium butyricum DKU-01,
Clostridium butyricum DSM 10702 (1316931.3),Clostridium butyricum DSM 10702 ,1316931,1316931.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium butyricum, Clostridium butyricum DSM 10702,
Clostridium butyricum E4 str. BoNT E BL5262 (632245.3),Clostridium butyricum E4 str. BoNT E BL5262 ,632245,632245.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium butyricum, Clostridium butyricum E4 str. BoNT E BL5262,
Clostridium butyricum LFYP62 (6666666.201631),Clostridium butyricum LFYP62 ,1492,6666666.201631,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium butyricum, Clostridium butyricum LFYP62,
Clostridium cadaveris AGR2141 (1280692.3),Clostridium cadaveris AGR2141 ,1280692,1280692.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium cadaveris, Clostridium cadaveris AGR2141,
Clostridium celatum DSM 1785 (545697.3),Clostridium celatum DSM 1785 ,545697,545697.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium celatum, Clostridium celatum DSM 1785,
Clostridium cellulovorans 743B (573061.5),Clostridium cellulovorans 743B,573061,573061.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium cellulovorans,Clostridium cellulovorans 743B,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium cellulovorans; Clostridium cellulovorans 743B
Clostridium cf. saccharolyticum K10 (717608.3),Clostridium cf. saccharolyticum K10 ,717608,717608.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] saccharolyticum, [Clostridium] cf. saccharolyticum K10,
Clostridium citroniae WAL-17108 (742733.3),Clostridium citroniae WAL-17108 ,742733,742733.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] citroniae, [Clostridium] citroniae WAL-17108,
Clostridium clariflavum DSM 19732 (720554.3),Clostridium clariflavum DSM 19732 ,720554,720554.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Clostridium] clariflavum, [Clostridium] clariflavum DSM 19732,
Clostridium clostridioforme 2_1_49FAA (742735.4),Clostridium clostridioforme 2_1_49FAA ,742735,742735.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 2_1_49FAA,
Clostridium clostridioforme 90A1 (999403.4),Clostridium clostridioforme 90A1 ,999403,999403.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90A1,
Clostridium clostridioforme 90A3 (999404.4),Clostridium clostridioforme 90A3 ,999404,999404.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90A3,
Clostridium clostridioforme 90A4 (999405.4),Clostridium clostridioforme 90A4 ,999405,999405.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90A4,
Clostridium clostridioforme 90A6 (999406.3),Clostridium clostridioforme 90A6 ,999406,999406.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90A6,
Clostridium clostridioforme 90A7 (999407.4),Clostridium clostridioforme 90A7 ,999407,999407.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90A7,
Clostridium clostridioforme 90A8 (999408.3),Clostridium clostridioforme 90A8 ,999408,999408.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90A8,
Clostridium clostridioforme 90B1 (999409.3),Clostridium clostridioforme 90B1 ,999409,999409.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme 90B1,
Clostridium clostridioforme CM201 (999410.3),Clostridium clostridioforme CM201 ,999410,999410.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] clostridioforme, [Clostridium] clostridioforme CM201,
Clostridium difficile 002-P50-2011 (997827.4),Clostridium difficile 002-P50-2011 ,997827,997827.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile 002-P50-2011,
Clostridium difficile 050-P50-2011 (997828.4),Clostridium difficile 050-P50-2011 ,997828,997828.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile 050-P50-2011,
Clostridium difficile 2007855 (699033.6),Clostridium difficile 2007855 ,699033,699033.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile 2007855,
Clostridium difficile 630 (272563.8),Clostridium difficile 630 ,272563,272563.8,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile 630,
Clostridium difficile 70-100-2010 (1002369.4),Clostridium difficile 70-100-2010 ,1002369,1002369.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile 70-100-2010,
Clostridium difficile ATCC 43255 (499175.4),Clostridium difficile ATCC 43255 ,499175,499175.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile ATCC 43255,
Clostridium difficile BI1 (699034.5),Clostridium difficile BI1 ,699034,699034.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile BI1,
Clostridium difficile CD196 (645462.3),Clostridium difficile CD196 ,645462,645462.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile CD196,
Clostridium difficile CF5 (699036.5),Clostridium difficile CF5 ,699036,699036.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile CF5,
Clostridium difficile M120 (699035.5),Clostridium difficile M120 ,699035,699035.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile M120,
Clostridium difficile M68 (699037.5),Clostridium difficile M68 ,699037,699037.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile M68,
Clostridium difficile NAP07 (525258.3),Clostridium difficile NAP07 ,525258,525258.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile NAP07,
Clostridium difficile NAP08 (525259.3),Clostridium difficile NAP08 ,525259,525259.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile NAP08,
Clostridium difficile QCD-32g58 (367459.5),Clostridium difficile QCD-32g58 ,367459,367459.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile QCD-32g58,
Clostridium difficile QCD-66c26 (455631.3),Clostridium difficile QCD-66c26 ,455631,455631.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile QCD-66c26,
Clostridium difficile QCD-76w55 (479832.7),Clostridium difficile QCD-76w55 ,479832,479832.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile QCD-76w55,
Clostridium difficile R20291 (645463.3),Clostridium difficile R20291 ,645463,645463.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides, Clostridioides difficile, Clostridioides difficile R20291,
Clostridium glycolicum ATCC 14880 (1121315.3),Clostridium glycolicum ATCC 14880 ,1121315,1121315.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter, Terrisporobacter glycolicus, Terrisporobacter glycolicus ATCC 14880 = DSM 1288,
Clostridium hathewayi 12489931 (999412.4),Clostridium hathewayi 12489931 ,999412,999412.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella, Hungatella hathewayi, Hungatella hathewayi 12489931,
Clostridium hathewayi DSM 13479 (566550.8),Clostridium hathewayi DSM 13479 ,566550,566550.8,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella, Hungatella hathewayi, Hungatella hathewayi DSM 13479,
Clostridium hathewayi WAL-18680 (742737.3),Clostridium hathewayi WAL-18680 ,742737,742737.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella, Hungatella hathewayi, Hungatella hathewayi WAL-18680,
Clostridium hiranonis DSM 13275 (500633.7),Clostridium hiranonis DSM 13275 ,500633,500633.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,-, [Clostridium] hiranonis, [Clostridium] hiranonis DSM 13275,
Clostridium hylemonae DSM 15053 (553973.6),Clostridium hylemonae DSM 15053 ,553973,553973.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] hylemonae, [Clostridium] hylemonae DSM 15053,
Clostridium indolis DSM 755 (1304881.3),Clostridium indolis DSM 755,1304881,1304881.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] indolis,[Clostridium] indolis DSM 755,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; [Clostridium] indolis; [Clostridium] indolis DSM 755
Clostridium innocuum 2959 (999413.4),Clostridium innocuum 2959 ,999413,999413.4,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium, [Clostridium] innocuum, [Clostridium] innocuum 2959,
Clostridium innocuum LFYP12 (6666666.201632),Clostridium innocuum LFYP12 ,1522,6666666.201632,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium, Clostridium innocuum, Clostridium innocuum LFYP12,
Clostridium lentocellum DSM 5427 (642492.3),Clostridium lentocellum DSM 5427 ,642492,642492.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum, Cellulosilyticum lentocellum, Clostridium lentocellum DSM 5427,
Clostridium leptum DSM 753 (428125.8),Clostridium leptum DSM 753 ,428125,428125.8,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Clostridium] leptum, [Clostridium] leptum DSM 753,
Clostridium merdae strain Marseille-P2953 (1958780.3),Clostridium merdae strain Marseille-P2953,1958780,1958780.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium merdae,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium merdae
Clostridium methoxybenzovorans SR3 (1286820.3),Clostridium methoxybenzovorans SR3 ,1286820,1286820.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium, [Clostridium] methoxybenzovorans, [Clostridium] methoxybenzovorans SR3,
Clostridium methylpentosum DSM 5476 (537013.3),Clostridium methylpentosum DSM 5476 ,537013,537013.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Clostridium] methylpentosum, [Clostridium] methylpentosum DSM 5476,
Clostridium minihomine strain Marseille-P4642 (2045012.5),Clostridium minihomine strain Marseille-P4642,2045012,2045012.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium minihomine,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium minihomine
Clostridium nexile DSM 1787 (500632.7),Clostridium nexile DSM 1787 ,500632,500632.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella, Tyzzerella nexilis, Tyzzerella nexilis DSM 1787,
Clostridium orbiscindens 1_3_50AFAA (742738.3),Clostridium orbiscindens 1_3_50AFAA ,742738,742738.3,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii, Clostridium orbiscindens 1_3_50AFAA,
Clostridium paraputrificum LFYP93 (6666666.201633),Clostridium paraputrificum LFYP93 ,29363,6666666.201633,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium paraputrificum, Clostridium paraputrificum LFYP93,
Clostridium pasteurianum BC1 (86416.3),Clostridium pasteurianum BC1 ,86416,86416.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium pasteurianum, Clostridium pasteurianum BC1,
Clostridium pasteurianum DSM 525 (1262449.3),Clostridium pasteurianum DSM 525 ,1262449,1262449.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium pasteurianum, Clostridium pasteurianum DSM 525 = ATCC 6013,
Clostridium perfringens ATCC 13124 (195103.9),Clostridium perfringens ATCC 13124 ,195103,195103.9,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium perfringens, Clostridium perfringens ATCC 13124,
Clostridium perfringens SM101 (289380.15),Clostridium perfringens SM101 ,289380,289380.15,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium perfringens, Clostridium perfringens SM101,
Clostridium perfringens str. 13 (195102.6),Clostridium perfringens str. 13 ,195102,195102.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium perfringens, Clostridium perfringens str. 13,
Clostridium perfringens WAL-14572 (742739.3),Clostridium perfringens WAL-14572 ,742739,742739.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, Clostridium perfringens, Clostridium perfringens WAL-14572,
Clostridium ramosum DSM 1402 (445974.6),Clostridium ramosum DSM 1402 ,445974,445974.6,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium, Erysipelatoclostridium ramosum, Erysipelatoclostridium ramosum DSM 1402,
